geoid,YYYYMM,Sex,Age_Group,total_drug_OD_n,total_opioid_OD_n,total_heroin_OD_n,total_Fentanyl_OD_n,total_stimulant_OD_n,total_Cocaine_OD_n,total_Methamphetamine_OD_n,total_Benzo_OD_n,total_ED_visits
NY,202502,Total,45 to 54,568,120,8,4,24,16,5,6,57825
NH,202502,Missing,55 to 64,0,0,0,0,0,0,0,0,1
ID,202502,Total,11 to 14,10,0,0,0,0,0,0,0,1476
LA,202402,Missing,15 to 24,0,0,0,0,0,0,0,0,16
NC,202403,Missing,65+,4,2,0,1,0,0,0,0,127
CT,202401,Male,Total,581,223,26,25,44,31,5,7,80350
CO,202402,Total,65+,95,33,0,2,1,0,0,4,36433
RI,202402,Total,Total,223,73,2,13,11,9,1,6,42397
VA,202403,Male,15 to 24,147,27,3,5,1,1,0,1,14960
MA,202402,Male,0 to 10,43,0,0,0,3,1,0,1,14194
KY,202401,Female,Total,611,210,15,14,27,5,14,10,109636
WV,202403,Male,Missing,0,0,0,0,0,0,0,0,37
NH,202402,Female,65+,6,2,0,0,0,0,0,0,4078
AL,202402,Total,25 to 34,191,59,4,22,23,9,9,7,25031
MS,202402,Missing,11 to 14,0,0,0,0,0,0,0,0,2
AR,202403,Male,0 to 10,16,0,0,0,1,0,1,0,5855
CT,202402,Total,0 to 10,34,1,0,0,0,0,0,0,18871
SC,202401,Male,11 to 14,9,0,0,0,0,0,0,1,2263
OH,202402,Female,55 to 64,80,21,1,1,1,1,0,1,25686
MS,202401,Total,15 to 24,93,11,0,4,2,0,2,0,14809
NH,202401,Male,11 to 14,2,0,0,0,0,0,0,0,342
LA,202401,Total,0 to 10,74,1,0,0,3,0,0,0,22625
MA,202403,Missing,35 to 44,0,0,0,0,0,0,0,0,14
MT,202406,Female,25 to 34,24,4,0,2,6,1,4,3,2493
OR,202402,Female,45 to 54,51,20,0,4,3,1,1,1,8221
WY,202402,Female,25 to 34,5,0,0,0,1,0,0,1,790
RI,202408,Male,65+,15,3,0,0,0,0,0,1,5120
IN,202409,Missing,11 to 14,0,0,0,0,0,0,0,0,1
NM,202410,Male,11 to 14,6,0,0,0,0,0,0,0,1485
MA,202411,Missing,25 to 34,0,0,0,0,0,0,0,0,19
WV,202412,Total,65+,71,16,1,2,2,1,0,6,25160
MD,202410,Male,35 to 44,119,51,6,2,4,2,1,1,11573
IL,202409,Missing,11 to 14,0,0,0,0,0,0,0,0,6
SC,202501,Missing,25 to 34,0,0,0,0,0,0,0,0,11
WV,202410,Missing,Total,0,0,0,0,0,0,0,0,6
MD,202411,Missing,15 to 24,1,0,0,0,0,0,0,0,7
AR,202411,Female,65+,26,3,0,0,0,0,0,0,11329
VT,202412,Female,65+,9,3,0,0,0,0,0,0,3943
KS,202411,Total,65+,74,19,0,4,0,0,0,4,24514
ME,202411,Male,11 to 14,4,0,0,0,0,0,0,0,648
FL,202410,Male,Missing,5,2,0,0,1,0,1,0,242
MT,202409,Total,11 to 14,15,0,0,0,0,0,0,0,1211
UT,202409,Female,25 to 34,68,11,1,3,3,1,0,2,8178
AZ,202411,Missing,Total,3,0,0,0,0,0,0,0,118
MN,202409,Male,45 to 54,53,21,1,0,1,1,0,2,7908
KY,202409,Male,0 to 10,36,0,0,0,1,0,0,0,11627
AL,202412,Missing,55 to 64,0,0,0,0,0,0,0,0,3
AK,202411,Missing,55 to 64,0,0,0,0,0,0,0,0,null
SD,202411,Missing,11 to 14,0,0,0,0,0,0,0,0,null
LA,202409,Female,15 to 24,91,3,0,0,1,0,0,5,17232
RI,202410,Male,11 to 14,3,0,0,0,0,0,0,0,667
MD,202411,Female,Total,559,119,9,6,8,7,0,6,104906
WA,202410,Missing,0 to 10,0,0,0,0,0,0,0,0,6
NY,202412,Male,35 to 44,712,151,21,6,39,29,4,9,46917
OH,202409,Male,11 to 14,15,1,0,0,1,0,1,0,8071
OH,202409,Male,25 to 34,254,60,3,10,20,6,9,3,25252
CT,202411,Missing,15 to 24,0,0,0,0,0,0,0,0,20
TX,202407,Female,0 to 10,188,1,0,1,1,0,0,4,57049
AZ,202409,Missing,Total,0,0,0,0,0,0,0,0,137
MO,202407,Missing,45 to 54,0,0,0,0,0,0,0,0,3
NE,202404,Total,Missing,11,0,0,0,0,0,0,0,5173
OH,202408,Male,11 to 14,18,0,0,0,0,0,0,0,5799
MO,202406,Total,11 to 14,12,0,0,0,0,0,0,0,5668
TN,202406,Total,65+,280,102,1,4,12,7,4,8,67383
AL,202407,Female,55 to 64,53,14,0,2,2,0,1,4,11511
DE,202408,Missing,55 to 64,0,0,0,0,0,0,0,0,null
KS,202406,Male,25 to 34,64,14,0,3,5,1,4,1,5497
IN,202407,Missing,35 to 44,0,0,0,0,0,0,0,0,2
MO,202408,Missing,35 to 44,0,0,0,0,0,0,0,0,5
ID,202408,Missing,0 to 10,0,0,0,0,0,0,0,0,null
DC,202407,Total,35 to 44,33,7,0,2,2,2,0,0,4398
CO,202406,Missing,Total,1,1,0,0,0,0,0,0,38
MS,202407,Missing,Total,1,0,0,0,1,1,0,0,34
SD,202405,Total,45 to 54,8,1,0,0,0,0,0,0,2582
KY,202408,Male,35 to 44,146,58,8,10,13,2,10,1,11959
MO,202408,Female,65+,40,1,0,0,0,0,0,3,28817
WV,202406,Total,15 to 24,53,10,2,3,5,1,1,1,9757
MN,202407,Female,0 to 10,19,1,0,0,0,0,0,0,5550
SC,202408,Female,11 to 14,21,0,0,0,0,0,0,0,2591
MN,202405,Total,65+,81,21,0,1,0,0,0,0,34141
HI,202403,Missing,15 to 24,0,0,0,0,0,0,0,0,2
OH,202405,Missing,11 to 14,0,0,0,0,0,0,0,0,2
KY,202405,Total,65+,172,83,5,1,2,0,1,2,45554
SC,202405,Male,55 to 64,55,12,3,0,4,4,0,1,9856
MN,202405,Missing,55 to 64,0,0,0,0,0,0,0,0,1
MT,202405,Male,55 to 64,10,6,0,0,0,0,0,0,2240
AL,202405,Male,Total,596,163,7,41,44,18,20,10,81499
KY,202405,Total,0 to 10,65,2,0,1,1,0,0,0,21194
NY,202405,Female,0 to 10,116,1,0,0,1,0,0,1,34005
CO,202404,Female,11 to 14,32,0,0,0,0,0,0,0,3129
SC,202405,Male,25 to 34,98,44,4,13,11,3,6,1,9357
HI,202401,Missing,15 to 24,0,0,0,0,0,0,0,0,3
NH,202404,Missing,35 to 44,0,0,0,0,0,0,0,0,null
MA,202404,Missing,65+,0,0,0,0,0,0,0,0,13
NM,202405,Total,Missing,8,5,0,2,1,1,0,0,136
KY,202403,Total,25 to 34,261,96,19,14,28,4,19,5,25395
IN,202404,Missing,Total,2,1,0,0,0,0,0,0,63
MA,202404,Male,Missing,7,3,0,1,0,0,0,0,86
GA,202405,Missing,25 to 34,1,0,0,0,0,0,0,0,18
AK,202404,Missing,45 to 54,0,0,0,0,0,0,0,0,null
AL,202405,Missing,0 to 10,0,0,0,0,0,0,0,0,6
UT,202404,Female,0 to 10,19,0,0,0,0,0,0,0,4116
DC,202501,Male,25 to 34,38,7,0,1,2,2,0,0,2085
NH,202501,Male,11 to 14,6,1,0,0,0,0,0,0,850
DE,202502,Female,45 to 54,24,12,2,1,0,0,0,0,2430
LA,202501,Total,Missing,1,0,0,0,0,0,0,0,83
WY,202501,Female,55 to 64,2,1,0,0,0,0,0,1,1156
AK,202406,Male,55 to 64,16,7,0,3,1,0,1,0,1996
IL,202404,Total,11 to 14,81,0,0,0,0,0,0,0,13240
CT,202501,Total,35 to 44,173,65,4,8,16,11,3,5,25221
CT,202501,Male,45 to 54,86,44,2,4,7,5,1,0,9348
NJ,202502,Total,65+,194,70,5,0,3,3,0,6,73004
GA,202502,Total,55 to 64,125,33,1,4,9,6,3,4,40327
MD,202502,Missing,35 to 44,0,0,0,0,0,0,0,0,3
FL,202502,Female,0 to 10,102,1,0,0,1,0,0,3,55626
CO,202502,Male,65+,45,16,0,0,1,0,1,1,17076
NV,202502,Male,25 to 34,135,85,1,44,18,5,11,1,7020
MA,202501,Male,0 to 10,56,0,0,0,2,0,0,0,16783
MT,202502,Missing,35 to 44,0,0,0,0,0,0,0,0,1
OR,202501,Female,Missing,6,1,0,1,1,0,1,0,136
DE,202501,Total,35 to 44,106,69,6,15,1,0,1,0,5761
LA,202502,Total,35 to 44,201,53,8,0,14,5,6,4,25771
MN,202502,Male,Total,470,168,3,26,14,6,4,6,68557
CO,202501,Female,11 to 14,20,0,0,0,0,0,0,0,2993
CT,202501,Female,55 to 64,54,18,3,1,2,1,0,5,12665
DC,202501,Missing,Total,1,0,0,0,0,0,0,0,4
MA,202502,Missing,35 to 44,0,0,0,0,0,0,0,0,8
MD,202401,Missing,Missing,1,1,0,0,0,0,0,0,41
OH,202403,Total,Total,2309,505,42,85,89,49,27,17,437406
RI,202402,Total,55 to 64,26,15,0,2,2,2,0,1,5288
CT,202402,Missing,45 to 54,0,0,0,0,0,0,0,0,3
MT,202402,Total,45 to 54,29,8,0,3,6,0,5,1,3639
ID,202401,Female,25 to 34,30,3,0,1,2,0,1,0,3983
AR,202403,Missing,45 to 54,0,0,0,0,0,0,0,0,3
RI,202403,Male,45 to 54,20,12,0,4,3,3,0,0,2206
AL,202401,Female,15 to 24,79,9,0,3,3,1,0,1,14443
OR,202403,Missing,65+,0,0,0,0,0,0,0,0,11
OH,202403,Total,35 to 44,477,140,9,22,28,13,11,4,56237
CO,202403,Total,0 to 10,70,1,0,0,1,0,0,0,24348
MT,202401,Female,Total,146,24,0,4,13,1,8,7,19130
NC,202402,Male,Missing,10,6,0,0,0,0,0,0,189
SD,202404,Total,15 to 24,28,1,0,0,1,1,0,0,2582
RI,202404,Female,55 to 64,10,2,0,0,0,0,0,1,2836
WI,202402,Total,45 to 54,118,29,1,1,4,3,0,4,24095
AZ,202403,Female,11 to 14,35,1,0,0,1,0,0,2,2719
WY,202404,Female,55 to 64,7,2,0,1,0,0,0,0,621
VA,202412,Total,35 to 44,220,53,7,3,10,6,1,9,46018
PA,202409,Missing,65+,0,0,0,0,0,0,0,0,9
UT,202412,Total,Total,760,210,12,26,29,8,14,25,95735
AK,202411,Total,65+,15,8,0,1,0,0,0,1,5389
OH,202409,Total,25 to 34,423,95,6,18,27,8,13,6,63358
AL,202412,Missing,Missing,0,0,0,0,0,0,0,0,434
VT,202412,Female,55 to 64,9,0,0,0,0,0,0,0,1544
ME,202411,Total,65+,28,6,0,0,0,0,0,0,18600
TX,202411,Female,65+,283,58,1,6,8,5,3,12,117541
GA,202409,Male,55 to 64,73,12,0,0,12,7,5,2,20304
TX,202408,Male,45 to 54,288,47,5,3,56,30,23,10,55649
NV,202409,Female,55 to 64,54,22,1,3,0,0,0,2,7209
NV,202410,Male,45 to 54,69,39,0,15,6,1,4,1,6900
SD,202409,Male,Missing,1,1,0,1,0,0,0,0,3
DE,202411,Male,Total,218,124,11,15,11,7,1,4,21001
ID,202411,Total,65+,23,7,0,0,0,0,0,0,14360
SC,202411,Female,65+,50,12,0,0,2,2,0,0,22045
MI,202412,Total,0 to 10,149,5,0,1,3,0,0,1,44699
VA,202409,Total,25 to 34,260,67,5,9,13,6,4,2,47536
IN,202501,Male,11 to 14,11,1,0,0,0,0,0,0,4014
MA,202410,Male,11 to 14,13,2,0,1,1,0,0,0,4098
SC,202409,Male,25 to 34,95,36,4,9,2,0,1,3,9052
OH,202409,Missing,25 to 34,0,0,0,0,0,0,0,0,14
GA,202412,Total,Total,1388,251,7,47,82,34,40,15,377191
MD,202412,Total,55 to 64,238,106,11,5,4,2,1,4,25223
MA,202410,Total,15 to 24,225,19,4,3,6,2,0,6,30396
WY,202410,Male,35 to 44,3,1,0,0,0,0,0,0,1166
FL,202411,Male,45 to 54,319,113,9,24,41,25,11,11,47648
IN,202501,Male,15 to 24,101,20,1,1,5,1,3,2,14238
ME,202412,Missing,11 to 14,0,0,0,0,0,0,0,0,304
NM,202501,Total,55 to 64,54,23,0,3,2,1,0,2,9966
IN,202501,Total,Missing,1,0,0,0,0,0,0,0,35
NM,202412,Female,35 to 44,37,16,0,1,3,1,2,0,6214
NM,202410,Male,0 to 10,13,0,0,0,0,0,0,0,4547
FL,202410,Female,45 to 54,342,100,11,21,11,5,5,23,60381
VT,202409,Total,Total,136,39,8,7,9,6,0,1,26684
MA,202412,Male,25 to 34,176,59,4,7,14,6,2,3,14757
OH,202407,Male,Missing,17,2,0,0,0,0,0,0,529
OH,202406,Male,35 to 44,294,92,10,11,12,5,6,0,24594
NY,202407,Female,Total,1915,356,44,20,64,51,6,43,390155
NE,202406,Missing,Total,1,1,0,0,0,0,0,0,85
MI,202407,Missing,25 to 34,0,0,0,0,0,0,0,0,21
MO,202408,Male,65+,40,3,1,0,0,0,0,0,22889
AZ,202408,Missing,55 to 64,0,0,0,0,0,0,0,0,3
SD,202408,Total,Total,153,15,0,6,9,0,4,3,25908
MS,202407,Male,25 to 34,36,6,1,1,6,2,4,0,6179
GA,202407,Female,Missing,5,0,0,0,0,0,0,0,91
LA,202407,Missing,Total,5,1,1,0,0,0,0,0,204
IN,202407,Missing,45 to 54,0,0,0,0,0,0,0,0,6
IN,202406,Total,Total,1388,391,47,24,71,25,38,15,273655
UT,202408,Male,35 to 44,84,31,2,2,6,1,4,4,5593
OH,202408,Male,Missing,15,4,1,1,0,0,0,0,623
VT,202406,Female,35 to 44,15,7,3,1,0,0,0,0,1656
MI,202408,Female,25 to 34,134,30,8,2,6,4,1,1,29257
ME,202408,Male,45 to 54,20,13,1,3,0,0,0,0,2922
WA,202407,Male,0 to 10,63,0,0,0,2,0,0,0,12395
ID,202408,Female,45 to 54,18,2,0,1,0,0,0,1,3266
WV,202408,Male,25 to 34,50,21,5,4,1,0,1,1,4946
GA,202406,Male,Missing,12,3,0,0,0,0,0,0,167
IN,202405,Female,11 to 14,41,0,0,0,0,0,0,0,4440
AR,202404,Male,Total,171,15,0,2,11,1,8,3,40390
IN,202403,Total,35 to 44,265,104,17,7,14,1,10,5,38034
SC,202403,Female,Total,414,88,8,10,9,3,5,20,97295
HI,202405,Female,15 to 24,17,0,0,0,3,0,2,0,2590
MN,202404,Male,15 to 24,83,23,0,5,4,1,3,0,5019
MA,202404,Female,0 to 10,43,0,0,0,1,1,0,0,12005
NY,202403,Missing,Total,14,4,0,0,0,0,0,0,341
NM,202404,Female,45 to 54,40,16,0,2,3,1,0,0,5335
HI,202401,Female,25 to 34,10,1,0,0,0,0,0,0,3245
PA,202405,Missing,Total,9,1,0,0,0,0,0,0,377
MD,202404,Female,55 to 64,68,21,1,0,0,0,0,0,12384
MT,202403,Total,55 to 64,25,12,0,0,0,0,0,0,3987
KS,202404,Total,Missing,2,1,0,0,0,0,0,0,48
ME,202404,Male,Total,107,40,5,1,7,1,2,1,22448
WA,202405,Male,0 to 10,64,8,0,3,3,0,0,0,16956
HI,202403,Total,0 to 10,25,1,0,0,0,0,0,0,6289
NY,202405,Female,Missing,20,3,2,0,0,0,0,0,152
AL,202405,Missing,55 to 64,0,0,0,0,0,0,0,0,2
OR,202404,Missing,55 to 64,0,0,0,0,0,0,0,0,6
IN,202402,Male,65+,51,14,2,0,1,1,0,0,22927
MS,202405,Male,55 to 64,20,5,1,2,7,4,2,0,6205
NC,202404,Female,11 to 14,65,1,0,0,0,0,0,1,5930
CO,202404,Male,55 to 64,48,30,1,2,1,0,1,0,9131
WA,202402,Missing,11 to 14,1,0,0,0,0,0,0,0,3
LA,202405,Female,45 to 54,67,15,0,1,2,2,0,2,13709
IL,202401,Male,0 to 10,64,1,0,0,3,1,2,0,23032
VT,202405,Male,Total,68,13,0,4,2,2,0,1,12142
NM,202402,Missing,0 to 10,0,0,0,0,0,0,0,0,null
MT,202502,Missing,Total,1,0,0,0,0,0,0,0,10
AL,202502,Female,11 to 14,30,0,0,0,0,0,0,0,2848
ME,202501,Male,11 to 14,1,0,0,0,0,0,0,0,683
NY,202502,Missing,45 to 54,1,0,0,0,0,0,0,0,15
MS,202501,Male,15 to 24,29,4,0,0,1,0,1,0,4737
OH,202502,Female,15 to 24,147,6,0,0,3,1,2,0,34038
FL,202501,Female,65+,501,175,2,6,3,2,0,23,175692
UT,202502,Missing,55 to 64,0,0,0,0,0,0,0,0,3
NC,202502,Total,Total,2929,774,31,149,132,76,30,52,546900
PA,202502,Missing,45 to 54,0,0,0,0,0,0,0,0,4
TN,202501,Male,Missing,8,2,0,0,1,1,0,0,231
GA,202502,Total,11 to 14,53,1,0,0,2,0,1,0,9430
DC,202502,Male,Missing,5,1,0,0,0,0,0,0,35
TN,202501,Missing,55 to 64,0,0,0,0,0,0,0,0,5
NE,202501,Female,Total,125,14,1,0,2,1,0,5,30426
OR,202501,Female,0 to 10,33,0,0,0,1,0,0,0,7271
OH,202502,Missing,25 to 34,0,0,0,0,0,0,0,0,20
HI,202501,Total,0 to 10,9,0,0,0,0,0,0,0,7210
PA,202402,Total,15 to 24,434,29,6,4,10,4,1,3,50810
OH,202401,Female,11 to 14,49,1,0,0,2,0,0,0,6245
VT,202403,Total,65+,16,4,0,0,0,0,0,1,6910
CO,202401,Male,65+,45,18,0,3,2,1,0,1,17485
AR,202402,Total,Missing,0,0,0,0,0,0,0,0,2
AR,202403,Female,11 to 14,14,0,0,0,0,0,0,0,1323
TN,202402,Female,Total,942,264,16,36,49,24,15,20,156971
RI,202403,Male,15 to 24,8,2,0,1,0,0,0,0,1930
VT,202401,Missing,25 to 34,0,0,0,0,0,0,0,0,1
WI,202403,Male,25 to 34,101,31,7,1,9,3,4,2,12307
MA,202403,Female,45 to 54,107,44,2,3,5,4,0,3,14533
AK,202403,Male,15 to 24,25,8,0,3,4,0,3,0,1322
MT,202401,Total,55 to 64,31,9,0,1,4,0,3,2,4261
MO,202402,Missing,35 to 44,0,0,0,0,0,0,0,0,2
NJ,202402,Female,35 to 44,108,32,4,2,3,1,1,2,22058
UT,202402,Missing,Total,0,0,0,0,0,0,0,0,34
MI,202403,Total,45 to 54,264,75,23,3,22,13,7,9,42871
MN,202402,Missing,11 to 14,0,0,0,0,0,0,0,0,1
NC,202403,Male,15 to 24,192,42,1,15,6,3,2,5,18353
MT,202402,Female,15 to 24,35,1,0,1,1,0,1,2,2337
NH,202401,Total,45 to 54,12,4,0,0,0,0,0,0,2823
WY,202403,Missing,0 to 10,0,0,0,0,0,0,0,0,null
NE,202411,Female,35 to 44,18,3,0,0,1,0,1,0,3973
GA,202410,Total,65+,212,44,0,2,3,2,1,6,76952
KS,202410,Total,25 to 34,119,25,0,11,12,4,7,4,14366
AR,202412,Female,15 to 24,19,0,0,0,2,0,1,1,5269
HI,202412,Female,11 to 14,2,0,0,0,0,0,0,0,783
MO,202409,Male,Total,356,28,2,10,11,1,10,4,100409
AK,202409,Female,25 to 34,20,8,0,2,1,1,0,0,2695
NC,202409,Male,65+,130,37,0,2,2,2,0,3,45013
IL,202410,Female,11 to 14,62,0,0,0,1,0,0,0,6643
IN,202412,Male,35 to 44,148,59,10,6,10,3,7,1,16821
FL,202412,Male,Total,2392,629,29,114,202,116,53,72,494590
MN,202412,Female,25 to 34,80,24,1,4,4,1,4,0,12993
PA,202412,Male,11 to 14,20,0,0,0,0,0,0,0,5905
WV,202410,Male,Missing,3,1,0,0,0,0,0,0,40
VT,202411,Male,15 to 24,5,0,0,0,0,0,0,0,1149
CO,202409,Female,45 to 54,54,21,0,5,1,1,1,0,9730
SC,202409,Female,15 to 24,69,8,1,2,2,0,0,1,13326
IL,202410,Female,Missing,3,3,0,0,0,0,0,0,48
NJ,202411,Missing,25 to 34,0,0,0,0,0,0,0,0,4
WA,202410,Total,11 to 14,83,2,0,0,1,0,0,3,7285
WI,202411,Total,35 to 44,134,32,3,2,2,0,1,0,29414
MD,202410,Female,45 to 54,65,18,1,2,3,3,0,0,11725
VT,202410,Total,55 to 64,19,9,1,0,1,1,0,0,3301
WV,202409,Female,15 to 24,48,2,0,1,1,0,0,0,6692
WI,202412,Female,35 to 44,65,8,0,1,3,1,1,0,18215
ME,202411,Total,15 to 24,33,0,0,0,1,0,0,0,6388
WI,202409,Female,11 to 14,46,0,0,0,0,0,0,0,3937
MA,202412,Missing,25 to 34,2,1,0,0,0,0,0,0,19
MA,202409,Missing,Total,2,2,0,0,0,0,0,0,92
MD,202411,Missing,Total,5,0,0,0,0,0,0,0,117
SD,202410,Total,25 to 34,27,3,1,1,1,0,0,0,3037
MI,202409,Total,Total,1800,424,82,24,137,68,45,39,384069
IL,202411,Missing,11 to 14,0,0,0,0,0,0,0,0,null
CT,202412,Missing,45 to 54,0,0,0,0,0,0,0,0,7
ID,202410,Total,45 to 54,25,1,0,0,1,0,1,0,5614
TX,202406,Female,Total,2324,291,16,44,94,32,36,82,579200
MT,202412,Male,55 to 64,10,5,0,0,1,0,0,0,2088
AL,202412,Total,15 to 24,177,13,0,7,6,2,1,3,26556
LA,202409,Male,11 to 14,10,0,0,0,0,0,0,0,3429
NC,202409,Total,15 to 24,423,65,1,13,14,7,0,2,50024
VT,202406,Male,Total,93,25,1,2,5,5,0,2,12048
DE,202408,Total,Missing,0,0,0,0,0,0,0,0,7
VT,202407,Total,25 to 34,27,9,2,2,3,3,0,0,3219
FL,202408,Male,65+,416,151,2,9,9,7,2,18,119507
KY,202407,Total,Total,1395,488,63,57,87,14,56,20,199159
MO,202408,Total,0 to 10,15,0,0,0,0,0,0,0,24624
OH,202408,Total,15 to 24,333,32,1,9,7,1,1,5,53649
IN,202407,Total,Total,1443,404,50,35,70,18,40,14,288648
ME,202406,Male,65+,18,3,0,0,0,0,0,0,8440
GA,202406,Male,25 to 34,209,55,3,18,24,8,14,0,19440
WA,202407,Missing,35 to 44,0,0,0,0,0,0,0,0,32
NY,202408,Female,11 to 14,55,0,0,0,0,0,0,0,7032
NY,202407,Male,15 to 24,264,33,2,5,4,3,0,2,35286
NV,202402,Missing,55 to 64,0,0,0,0,0,0,0,0,2
NC,202406,Missing,11 to 14,0,0,0,0,0,0,0,0,3
WV,202408,Female,11 to 14,17,0,0,0,0,0,0,0,1284
MI,202407,Total,11 to 14,43,0,0,0,1,0,0,0,8034
DC,202406,Total,0 to 10,23,3,0,3,2,2,0,0,4895
OR,202408,Missing,Missing,5,2,0,1,0,0,0,0,46
MO,202406,Total,Total,672,46,0,18,35,5,28,6,209395
WA,202408,Total,55 to 64,246,148,2,27,14,5,7,6,30556
WA,202408,Total,11 to 14,39,1,0,0,1,0,0,0,5403
LA,202407,Female,0 to 10,31,2,0,1,0,0,0,0,9072
PA,202406,Female,35 to 44,272,98,11,5,14,7,4,4,31377
CO,202407,Male,15 to 24,95,21,0,7,9,5,2,0,9303
OH,202407,Male,15 to 24,142,15,0,2,9,2,4,3,20202
OR,202408,Female,Missing,4,1,0,0,0,0,0,0,98
DE,202408,Total,25 to 34,100,55,6,7,3,2,1,0,6401
MI,202408,Missing,35 to 44,0,0,0,0,0,0,0,0,11
DC,202408,Missing,45 to 54,0,0,0,0,0,0,0,0,null
MD,202408,Total,45 to 54,210,85,7,5,5,5,0,4,21683
CO,202408,Missing,Missing,0,0,0,0,0,0,0,0,7
NV,202404,Male,65+,81,38,1,8,1,0,1,0,13011
IN,202401,Total,Total,1352,343,44,24,62,13,33,22,283808
SC,202404,Total,45 to 54,118,40,2,6,16,8,5,5,19421
HI,202404,Female,35 to 44,7,1,0,0,1,0,1,0,2765
SC,202404,Male,35 to 44,105,42,2,10,7,3,4,1,9380
GA,202405,Male,25 to 34,192,48,1,10,13,4,7,1,20182
MO,202405,Female,11 to 14,15,0,0,0,0,0,0,0,3511
NJ,202405,Male,15 to 24,89,11,2,0,5,2,0,2,15877
GA,202403,Missing,25 to 34,1,0,0,0,0,0,0,0,12
ID,202403,Total,Total,330,44,0,9,7,2,4,8,52493
KY,202403,Missing,25 to 34,0,0,0,0,0,0,0,0,7
WV,202404,Male,Missing,0,0,0,0,0,0,0,0,29
OH,202405,Missing,25 to 34,2,0,0,0,0,0,0,0,14
FL,202402,Male,35 to 44,653,271,29,58,56,28,23,15,52127
NH,202405,Male,65+,7,2,0,1,0,0,0,1,4165
FL,202405,Male,Total,3447,1118,37,236,279,155,70,72,490940
HI,202401,Total,0 to 10,19,0,0,0,1,0,0,0,5831
TN,202405,Male,Missing,14,0,0,0,0,0,0,0,366
DE,202404,Female,Total,155,47,7,4,6,5,0,2,25740
GA,202405,Missing,55 to 64,0,0,0,0,0,0,0,0,16
DE,202402,Male,11 to 14,4,0,0,0,1,0,0,0,963
NM,202402,Total,11 to 14,19,1,0,0,0,0,0,1,3312
UT,202404,Missing,0 to 10,0,0,0,0,0,0,0,0,1
NE,202401,Missing,35 to 44,0,0,0,0,0,0,0,0,1
WA,202404,Female,15 to 24,181,27,0,10,8,2,2,2,16481
DE,202405,Total,25 to 34,79,48,7,8,2,2,0,4,6113
SC,202403,Female,45 to 54,64,15,2,1,1,1,0,3,10835
MO,202403,Female,25 to 34,58,1,0,1,2,1,1,0,16699
KY,202404,Total,Missing,0,0,0,0,0,0,0,0,38
NV,202405,Missing,11 to 14,0,0,0,0,0,0,0,0,null
NV,202401,Female,11 to 14,18,0,0,0,1,0,0,0,1729
NJ,202502,Female,65+,72,16,0,0,0,0,0,6,40493
ID,202502,Total,35 to 44,35,5,0,2,0,0,0,1,6218
MN,202501,Total,65+,123,38,1,0,0,0,0,1,46880
DE,202502,Male,Missing,0,0,0,0,0,0,0,0,4
MD,202501,Male,Total,640,195,20,17,36,28,3,7,90049
AK,202501,Male,25 to 34,31,20,0,6,0,0,0,0,1914
KY,202501,Female,0 to 10,33,2,0,0,1,0,0,0,9930
OH,202501,Missing,45 to 54,0,0,0,0,0,0,0,0,6
MT,202501,Missing,25 to 34,0,0,0,0,0,0,0,0,2
AK,202502,Total,11 to 14,5,0,0,0,0,0,0,0,941
PA,202502,Total,65+,280,50,3,4,4,4,0,6,131311
CT,202502,Male,45 to 54,65,21,2,6,6,5,0,2,8317
NJ,202502,Female,35 to 44,114,39,5,1,4,4,0,2,21513
NE,202501,Total,55 to 64,17,7,0,0,0,0,0,0,5686
TX,202502,Male,Total,1994,306,22,48,213,89,78,55,434020
OH,202501,Male,0 to 10,92,2,1,0,2,0,0,1,27867
WY,202501,Missing,55 to 64,0,0,0,0,0,0,0,0,null
TX,202502,Female,15 to 24,472,25,0,7,11,4,3,15,76008
MS,202502,Female,Missing,45,8,0,0,1,0,1,1,14796
WA,202502,Female,Total,888,351,0,95,33,8,15,27,136005
MN,202501,Male,Total,475,147,3,16,22,8,8,5,80371
WI,202502,Female,0 to 10,29,1,0,0,0,0,0,1,15497
FL,202501,Missing,55 to 64,1,0,0,0,0,0,0,0,14
TX,202502,Missing,55 to 64,1,0,0,0,0,0,0,0,18
WV,202502,Male,45 to 54,36,14,1,1,2,0,1,1,4875
MA,202502,Missing,55 to 64,2,0,0,0,0,0,0,0,4
NJ,202401,Missing,Total,5,0,0,0,0,0,0,0,80
PA,202403,Male,25 to 34,357,108,20,8,14,9,3,4,24969
MI,202402,Missing,Missing,2,1,0,0,0,0,0,0,85
MO,202402,Female,55 to 64,33,1,0,0,0,0,0,0,12736
WI,202403,Total,11 to 14,41,0,0,0,0,0,0,0,6918
AL,202403,Male,Missing,0,0,0,0,0,0,0,0,36
AR,202402,Female,65+,22,5,0,0,0,0,0,1,11866
NH,202401,Missing,35 to 44,0,0,0,0,0,0,0,0,1
AL,202402,Missing,55 to 64,0,0,0,0,0,0,0,0,null
MA,202403,Female,0 to 10,52,1,0,0,2,0,0,2,12957
OR,202401,Missing,15 to 24,0,0,0,0,0,0,0,0,14
UT,202403,Male,Total,340,115,6,28,21,2,10,12,39360
MI,202402,Total,Total,1963,536,112,46,126,83,19,40,365663
PA,202402,Total,35 to 44,559,164,17,11,35,18,9,10,55095
KS,202401,Male,11 to 14,4,1,0,0,0,0,0,0,1476
